,name,id,stage,year,genres,followers,popularity
533,Jem,1Ymky4GOgYA1NI96FCY8yE,Outdoor Theatre,2005,['movie tunes'],"{'href': None, 'total': 11929}",47
534,Donavon Frankenreiter,2IAZ2xX1Ovh5jxhBWE7wda,Outdoor Theatre,2005,['neo mellow'],"{'href': None, 'total': 384342}",52
535,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Outdoor Theatre,2005,"['swedish alternative rock', 'swedish indie rock']","{'href': None, 'total': 58854}",34
536,Shout Out Louds,0UOrN3LNaKApiOSdvJiETl,Coachella Stage,2008,"['swedish alternative rock', 'swedish indie rock']","{'href': None, 'total': 58854}",34
537,Armin van Buuren,0SfsnGyD8FpIN4U4WCkBZ5,Sahara Tent,2005,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']","{'href': None, 'total': 4281532}",72
538,Junkie XL,5svDnd8joFhbpbA3Ar0CfN,Sahara Tent,2005,"['big beat', 'soundtrack']","{'href': None, 'total': 114767}",52
539,Junkie XL,5svDnd8joFhbpbA3Ar0CfN,Sahara Tent,2008,"['big beat', 'soundtrack']","{'href': None, 'total': 114767}",52
540,Miss Kittin,3QhNv79NoIvarU6N57GBzL,Sahara Tent,2005,"['alternative dance', 'electra', 'electroclash', 'electronica', 'french techno', 'neo-synthpop']","{'href': None, 'total': 160623}",40
541,Ben Watt,4RIOH6XCUt1Xr8NLUj2u66,Sahara Tent,2005,"['british singer-songwriter', 'british soul', 'solo wave']","{'href': None, 'total': 25184}",24
542,Matthew Dear,2GLf7iaOOujAem5R87xwto,Sahara Tent,2005,"['experimental pop', 'microhouse', 'minimal techno']","{'href': None, 'total': 62076}",33
543,Matthew Dear,2GLf7iaOOujAem5R87xwto,Yuma Tent,2016,"['experimental pop', 'microhouse', 'minimal techno']","{'href': None, 'total': 62076}",33
544,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2005,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']","{'href': None, 'total': 2587805}",74
545,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2008,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']","{'href': None, 'total': 2587805}",74
546,Diplo,5fMUXHkw8R8eOP2RNVYEZX,Sahara Tent,2019,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop dance']","{'href': None, 'total': 2587805}",74
547,DJ Jun,4Dy9y8CWKOCxqfrnZxJ8M4,Sahara Tent,2005,[],"{'href': None, 'total': 4550}",31
548,The Locust,6uZOWljC7E3k7ZjVNKwZyW,Mojave Tent,2005,"['cybergrind', 'mathcore', 'nintendocore', 'noise rock', 'noisecore', 'sasscore']","{'href': None, 'total': 38054}",21
549,The Blood Brothers,2nNyMDW51EHYbBXu3lFbLR,Mojave Tent,2005,"['nintendocore', 'post-hardcore', 'sasscore', 'screamo']","{'href': None, 'total': 63100}",27
550,Pinback,4ZWvN9FEfdTea1SEHjpTNi,Mojave Tent,2005,['indie rock'],"{'href': None, 'total': 147699}",42
551,The Dresden Dolls,5JqX1glXPg6428ubI1w72i,Mojave Tent,2005,"['boston rock', 'dark cabaret', 'piano rock', 'steampunk']","{'href': None, 'total': 224892}",51
552,Roots Manuva,4sSSkVtrCTzENCgm2vokiY,Mojave Tent,2005,"['trip hop', 'uk hip hop']","{'href': None, 'total': 154688}",46
553,The Bravery,2bcrMsFlF632EQ6VZERWFu,Mojave Tent,2005,"['dance-punk', 'indie rock', 'indietronica', 'modern rock']","{'href': None, 'total': 253665}",46
554,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2005,"['britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']","{'href': None, 'total': 1772848}",58
555,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2012,"['britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']","{'href': None, 'total': 1772848}",58
556,Kasabian,11wRdbnoYqRddKBrpHt4Ue,Mojave Tent,2015,"['britpop', 'garage rock', 'leicester indie', 'modern rock', 'rock']","{'href': None, 'total': 1772848}",58
557,Autolux,7HizNYe1mSfmvbXlx3la3m,Mojave Tent,2005,"['noise pop', 'nu gaze', 'shoegaze']","{'href': None, 'total': 52638}",28
558,Autolux,7HizNYe1mSfmvbXlx3la3m,Outdoor Theatre,2008,"['noise pop', 'nu gaze', 'shoegaze']","{'href': None, 'total': 52638}",28
559,Autolux,7HizNYe1mSfmvbXlx3la3m,Gobi Tent,2016,"['noise pop', 'nu gaze', 'shoegaze']","{'href': None, 'total': 52638}",28
560,Sloan,4xnihxcoXWK3UqryOSnbw5,Mojave Tent,2005,['alt z'],"{'href': None, 'total': 1459585}",64
561,Sloan,4xnihxcoXWK3UqryOSnbw5,Mojave Tent,2015,['alt z'],"{'href': None, 'total': 1459585}",64
562,Midlake,4YsP5zmteLQ7etNjHAOu30,Mojave Tent,2005,"['austindie', 'chamber pop', 'denton tx indie', 'modern folk rock']","{'href': None, 'total': 137458}",38
563,Wolf Eyes,6UahQwC9EZGsFSuGjHJNe1,Gobi Tent,2005,"['drone', 'experimental rock', 'noise', 'noise rock', 'power electronics']","{'href': None, 'total': 18633}",16
564,Matmos,0xBkYJzwFzcIYev4fOkvk0,Gobi Tent,2005,"['glitch', 'intelligent dance music', 'queercore']","{'href': None, 'total': 40891}",19
565,DJ Krush,00G1NTDAoU7rBpjG4KoYAM,Gobi Tent,2005,"['downtempo', 'electronica', 'instrumental hip hop', 'japanese old school hip hop', 'trip hop', 'turntablism']","{'href': None, 'total': 149230}",40
566,Beans,48apiuEaHdddhdRvfFjPB7,Gobi Tent,2005,[],"{'href': None, 'total': 101371}",46
567,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Gobi Tent,2005,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1311820}",63
568,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Sahara Tent,2008,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1311820}",63
569,M.I.A.,0QJIPDAEDILuo8AIq3pMuU,Coachella Stage,2009,"['escape room', 'indietronica', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1311820}",63
570,Sixtoo,2fNqMePnFEB3JNdKMDg5Pg,Gobi Tent,2005,['abstract hip hop'],"{'href': None, 'total': 12669}",18
571,Subtle,2K3UT0lp73lwyldrb3eec9,Gobi Tent,2005,['swancore'],"{'href': None, 'total': 8347}",18
572,Zion I,3LLs28LJVlXAjWc8UDkcQZ,Gobi Tent,2005,['alternative hip hop'],"{'href': None, 'total': 93913}",40
573,Depeche Mode,762310PdDnwsDxAQxzQkfX,Coachella Stage,2006,"['dance rock', 'new romantic', 'new wave', 'permanent wave', 'rock', 'synthpop']","{'href': None, 'total': 6231031}",71
574,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Coachella Stage,2006,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']","{'href': None, 'total': 2591017}",63
575,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Coachella Stage,2009,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']","{'href': None, 'total': 2591017}",63
576,Franz Ferdinand,0XNa1vTidXlvJ2gHSsRi4A,Mojave Tent,2013,"['alternative rock', 'dance rock', 'indie rock', 'modern rock', 'rock', 'scottish rock']","{'href': None, 'total': 2591017}",63
577,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Coachella Stage,2006,"['chicago rap', 'hip hop', 'rap']","{'href': None, 'total': 25114693}",89
578,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,Coachella Stage,2011,"['chicago rap', 'hip hop', 'rap']","{'href': None, 'total': 25114693}",89
579,Common,2GHclqNVjqGuiE5mA7BEoc,Coachella Stage,2006,"['alternative hip hop', 'chicago rap', 'conscious hip hop', 'hardcore hip hop', 'hip hop', 'political hip hop']","{'href': None, 'total': 935278}",57
580,The Duke Spirit,5lModM3s3qlPQKYjtwWuXD,Coachella Stage,2006,['garage rock'],"{'href': None, 'total': 25149}",22
581,The Walkmen,6kFay2DQ5aZfeu5OsrF3Pw,Coachella Stage,2006,"['chamber pop', 'indie rock', 'noise pop']","{'href': None, 'total': 196056}",41
582,The New Amsterdams,39YuXrW19oh8JfEeNr9vHf,Coachella Stage,2006,"['acoustic rock', 'emo', 'emo punk', 'kansas indie', 'lawrence ks indie']","{'href': None, 'total': 17952}",19
583,She Wants Revenge,2zRt0sfxNnqI8gLR7d8gWt,Outdoor Theatre,2006,['dark wave'],"{'href': None, 'total': 409540}",54
584,She Wants Revenge,2zRt0sfxNnqI8gLR7d8gWt,Gobi Tent,2011,['dark wave'],"{'href': None, 'total': 409540}",54
585,Eagles of Death Metal,02uYdhMhCgdB49hZlYRm9o,Outdoor Theatre,2006,"['alternative rock', 'garage rock', 'garage rock revival', 'modern blues rock', 'palm desert scene']","{'href': None, 'total': 536986}",48
586,"Damian ""Jr. Gong"" Marley",3w2WYNyPCPkZFoC1EqfCMe,Outdoor Theatre,2006,['reggae fusion'],"{'href': None, 'total': 106945}",45
587,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,Outdoor Theatre,2006,"['chamber pop', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'roots rock', 'stomp and holler']","{'href': None, 'total': 543116}",48
588,My Morning Jacket,43O3c6wewpzPKwVaGEEtBM,Coachella Stage,2008,"['chamber pop', 'indie rock', 'jam band', 'louisville indie', 'melancholia', 'roots rock', 'stomp and holler']","{'href': None, 'total': 543116}",48
589,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Outdoor Theatre,2006,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'neo-synthpop', 'noise pop']","{'href': None, 'total': 532349}",46
590,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Mojave Tent,2008,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'neo-synthpop', 'noise pop']","{'href': None, 'total': 532349}",46
591,Animal Collective,4kwxTgCKMipBKhSnEstNKj,Coachella Stage,2011,"['alternative dance', 'alternative rock', 'art pop', 'baltimore indie', 'chillwave', 'dance-punk', 'dream pop', 'experimental pop', 'freak folk', 'indie rock', 'neo-synthpop', 'noise pop']","{'href': None, 'total': 532349}",46
592,The Zutons,2qV7axHq9Jk7QqFcB3f05A,Outdoor Theatre,2006,"['british indie rock', 'english indie rock']","{'href': None, 'total': 144572}",41
593,Matt Costa,0EghvcisxKybq4CVO7rB5t,Outdoor Theatre,2006,['neo mellow'],"{'href': None, 'total': 84033}",36
594,The Like,21XyOZOtOKXLbPPXPIxPvX,Outdoor Theatre,2006,[],"{'href': None, 'total': 13235}",38
595,Head Automatica,2cyaobEho8uxhqLxwG7j6i,Outdoor Theatre,2006,"['emo', 'post-hardcore', 'screamo']","{'href': None, 'total': 56052}",33
596,Daft Punk,4tZwfgrHOc3mvqYlEYSvVi,Sahara Tent,2006,"['electro', 'filter house', 'rock']","{'href': None, 'total': 9819775}",77
597,Audio Bullys,5kwHgbzNHq1iHkUSrAmjjQ,Sahara Tent,2006,['big beat'],"{'href': None, 'total': 72487}",41
598,Carl Cox,19SmlbABtI4bXz864MLqOS,Sahara Tent,2006,"['house', 'schranz', 'uk tech house']","{'href': None, 'total': 766841}",50
599,Derrick Carter,3XwBizyFmbCCUFcdcsvMmm,Sahara Tent,2006,"['chicago house', 'deep house']","{'href': None, 'total': 18199}",19
600,Colette,6cPaKxbdmfSTmt1wKh4GcX,Sahara Tent,2006,"['chill r&b', 'indie r&b']","{'href': None, 'total': 44081}",36
601,Joey Beltram,4OW0w5K2UNaWtbpRqzWqI0,Sahara Tent,2006,"['acid house', 'techno']","{'href': None, 'total': 36351}",27
602,Infusion,5WmZv7J9YS32QrEoAOE3yq,Sahara Tent,2006,['australian dance'],"{'href': None, 'total': 2390}",11
603,The Rakes,7mDQwcnDUGuSoggxbUtVc1,Mojave Tent,2006,"['british indie rock', 'dance-punk', 'new rave']","{'href': None, 'total': 51912}",26
604,Living Things,0DENRoU3voKkcF01nyoaqX,Mojave Tent,2006,[],"{'href': None, 'total': 1713}",13
605,Cat Power,6G7OerKc3eBO9sVkRNopFC,Mojave Tent,2006,"['art pop', 'indie rock', 'melancholia', 'singer-songwriter', 'slowcore']","{'href': None, 'total': 738568}",52
606,TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR,Mojave Tent,2006,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']","{'href': None, 'total': 611580}",52
607,TV on the Radio,3HJIB8sYPyxrFGuwvKXSLR,Coachella Stage,2009,"['alternative dance', 'alternative rock', 'brooklyn indie', 'chamber pop', 'indie rock', 'indietronica', 'modern rock', 'neo-synthpop']","{'href': None, 'total': 611580}",52
608,Clap Your Hands Say Yeah,1jSaZgaKHmgc7VTgML528r,Mojave Tent,2006,"['alternative dance', 'brooklyn indie', 'chamber pop', 'dance-punk', 'indie rock', 'indietronica', 'noise pop', 'philly indie']","{'href': None, 'total': 178722}",38
609,Wolfmother,3yEnArbNHyTCwMRvD9SBy4,Mojave Tent,2006,"['alternative rock', 'australian psych', 'garage rock', 'modern blues rock', 'modern rock', 'rock']","{'href': None, 'total': 936227}",55
610,Nine Black Alps,5fLbJGzlYux3GBwTifMMvR,Mojave Tent,2006,"['british alternative rock', 'british indie rock']","{'href': None, 'total': 18548}",27
611,White Rose Movement,1bMXFpEQOR0zmAkMUgak8q,Mojave Tent,2006,['dance-punk'],"{'href': None, 'total': 4994}",10
612,Rob Dickinson,4WnEZruHbOQKzOqUufzZlO,Mojave Tent,2006,[],"{'href': None, 'total': 2354}",13
613,Tosca,0TYvluyvV1Es8lTHiBfnAn,Gobi Tent,2006,"['downtempo', 'electronica', 'trip hop']","{'href': None, 'total': 134276}",46
614,The Juan MacLean,7gG6LkU3pCSQmCIPR4aSBt,Gobi Tent,2006,"['alternative dance', 'balearic', 'dance-punk', 'electroclash', 'electrofox', 'new rave', 'nu disco', 'rhode island indie']","{'href': None, 'total': 50171}",28
615,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Gobi Tent,2006,"['chamber pop', 'freak folk', 'new weird america']","{'href': None, 'total': 610961}",52
616,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Gobi Tent,2009,"['chamber pop', 'freak folk', 'new weird america']","{'href': None, 'total': 610961}",52
617,Devendra Banhart,1YZEoYFXx4AxVv13OiOPvZ,Outdoor Theatre,2017,"['chamber pop', 'freak folk', 'new weird america']","{'href': None, 'total': 610961}",52
618,Imogen Heap,6Xb4ezwoAQC4516kI89nWz,Gobi Tent,2006,"['etherpop', 'metropopolis']","{'href': None, 'total': 472693}",68
619,Imogen Heap,6Xb4ezwoAQC4516kI89nWz,Mojave Tent,2010,"['etherpop', 'metropopolis']","{'href': None, 'total': 472693}",68
620,Deerhoof,7AZwAitWq1KcFoIJhRWb6V,Gobi Tent,2006,"['bay area indie', 'experimental indie rock', 'experimental pop', 'experimental rock', 'noise pop', 'noise rock']","{'href': None, 'total': 108950}",36
621,Lyrics Born,3X3DHASP1G1waqVoEDWMHr,Gobi Tent,2006,['turntablism'],"{'href': None, 'total': 59261}",36
622,Lady Sovereign,36ikBJX6oQWWlgrXCock30,Gobi Tent,2006,[],"{'href': None, 'total': 47776}",29
623,Platinum Pied Pipers,3Fo8jy2ayRJdwl8SMgbKrG,Gobi Tent,2006,[],"{'href': None, 'total': 5234}",11
624,Celebration,6jG7VTyXJjdrVP4jNjDX9W,Gobi Tent,2006,"['haitian gospel', 'naija worship', 'sda a cappella', 'south african choral', 'south african gospel', 'world worship']","{'href': None, 'total': 1229710}",50
625,Brother Ali,6CsleyOZtyt16saX8WhzDx,Gobi Tent,2006,"['abstract hip hop', 'conscious hip hop', 'minnesota hip hop', 'political hip hop']","{'href': None, 'total': 216651}",43
626,Brother Ali,6CsleyOZtyt16saX8WhzDx,Coachella Stage,2007,"['abstract hip hop', 'conscious hip hop', 'minnesota hip hop', 'political hip hop']","{'href': None, 'total': 216651}",43
627,Massive Attack,6FXMGgJwohJLUSr5nVlf9X,Coachella Stage,2006,"['downtempo', 'electronica', 'trip hop']","{'href': None, 'total': 2165468}",60
628,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2006,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1290202}",61
629,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2009,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1290202}",61
630,Yeah Yeah Yeahs,3TNt4aUIxgfy9aoaft5Jj2,Coachella Stage,2013,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']","{'href': None, 'total': 1290202}",61
631,Sleater-Kinney,4wLIbcoqmqI4WZHDiBxeCB,Coachella Stage,2006,"['alternative rock', 'indie rock', 'noise pop', 'olympia wa indie', 'riot grrrl']","{'href': None, 'total': 259950}",42
632,Matisyahu,5eyMzR1hYiEZtN2c9ly2kw,Coachella Stage,2006,['reggae fusion'],"{'href': None, 'total': 700263}",54
633,The Magic Numbers,0P2q6xyNc2hVFkG3ThjYcJ,Coachella Stage,2006,['pop rock'],"{'href': None, 'total': 88924}",34
634,Los Amigos Invisibles,5x3mrCTZmkoTXURN7pWdGN,Coachella Stage,2006,"['latin afrobeat', 'latin alternative', 'latin funk', 'latin rock', 'rock en espanol', 'venezuelan indie', 'venezuelan rock']","{'href': None, 'total': 429645}",56
635,Youth Group,51K48NCxjB11t9eqUWWoIq,Coachella Stage,2006,[],"{'href': None, 'total': 22374}",38
636,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,Outdoor Theatre,2006,"['dance pop', 'dance rock']","{'href': None, 'total': 542407}",56
637,Scissor Sisters,3Y10boYzeuFCJ4Qgp53w6o,Mojave Tent,2011,"['dance pop', 'dance rock']","{'href': None, 'total': 542407}",56
638,The Go! Team,6veTV9sF06FBf2KN0xAdvo,Outdoor Theatre,2006,['brighton indie'],"{'href': None, 'total': 84305}",36
639,Digable Planets,0gqIrDRL7CEPBWMmkuZPdQ,Outdoor Theatre,2006,"['afrofuturism', 'east coast hip hop', 'hip hop', 'jazz rap', 'psychedelic hip hop']","{'href': None, 'total': 420924}",49
640,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,Outdoor Theatre,2006,"['indie rock', 'math pop', 'post-hardcore', 'seattle indie']","{'href': None, 'total': 198016}",39
641,Minus the Bear,0YQBN02bmZvwGNrrWsg2sT,Coachella Stage,2008,"['indie rock', 'math pop', 'post-hardcore', 'seattle indie']","{'href': None, 'total': 198016}",39
642,Ted Leo and the Pharmacists,5hbH3dvtk49g07qpc1QwPe,Outdoor Theatre,2006,['indie rock'],"{'href': None, 'total': 35639}",27
643,Mates of State,4IELX7NrLBXuw8f51cUZuM,Outdoor Theatre,2006,"['kansas indie', 'lawrence ks indie']","{'href': None, 'total': 39922}",26
644,Giant Drag,76KTyb3jlFkOgQAwvAImf6,Outdoor Theatre,2006,['la indie'],"{'href': None, 'total': 11544}",18
645,The Octopus Project,7EFRvnUHNLWOYVPg8AuI7o,Outdoor Theatre,2006,['nintendocore'],"{'href': None, 'total': 32927}",25
646,Michael Mayer,5R9d1YP5jtBw2IrQItGzQI,Sahara Tent,2006,"['cologne electronic', 'microhouse', 'minimal tech house', 'minimal techno', 'pop ambient']","{'href': None, 'total': 40458}",29
647,Michael Mayer,5R9d1YP5jtBw2IrQItGzQI,Yuma Tent,2018,"['cologne electronic', 'microhouse', 'minimal tech house', 'minimal techno', 'pop ambient']","{'href': None, 'total': 40458}",29
648,Mylo,7MFJyevu6jq0shwDuVLymu,Sahara Tent,2006,"['dutch house', 'electro house', 'pop dance', 'pop edm', 'progressive electro house', 'sky room']","{'href': None, 'total': 84331}",42
649,Madonna,6tbjWDEIzxoDsBA1FuhfPW,Sahara Tent,2006,"['dance pop', 'pop']","{'href': None, 'total': 7676827}",77
650,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2006,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']","{'href': None, 'total': 933239}",61
651,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2010,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']","{'href': None, 'total': 933239}",61
652,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Sahara Tent,2012,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']","{'href': None, 'total': 933239}",61
653,Kaskade,6TQj5BFPooTa08A7pk8AQ1,Coachella Stage,2015,"['edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house', 'vocal house']","{'href': None, 'total': 933239}",61
654,Louie Vega,5dncbrnveDMX9DgxcedeUg,Sahara Tent,2006,"['chicago house', 'classic house', 'deep house', 'latin house', 'soulful house']","{'href': None, 'total': 70922}",44
655,Gabriel & Dresden,64KfnYe81Wld2AkG4bkGIV,Sahara Tent,2006,"['edm', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']","{'href': None, 'total': 81859}",41
656,Kristina Sky,1gOZzUV1Yq3fAj2kj3RoB6,Sahara Tent,2006,[],"{'href': None, 'total': 1948}",11
657,Art Brut,1gxXzfykdtDuod56hPkYyr,Mojave Tent,2006,"['british indie rock', 'dance-punk']","{'href': None, 'total': 29314}",23
658,Dungen,5d7hcYqz8bVY6Kt3bhjd3d,Mojave Tent,2006,"['neo-psychedelic', 'swedish indie rock', 'swedish psychedelic rock']","{'href': None, 'total': 64438}",32
659,Coheed and Cambria,3utxjLheHaVEd9bPjQRsy8,Mojave Tent,2006,['modern alternative rock'],"{'href': None, 'total': 662426}",55
660,Coheed and Cambria,3utxjLheHaVEd9bPjQRsy8,Coachella Stage,2010,['modern alternative rock'],"{'href': None, 'total': 662426}",55
661,Editors,6e9wIFWhBPHLE9bXK8gtBI,Mojave Tent,2006,"['british indie rock', 'indie rock', 'modern rock', 'new rave']","{'href': None, 'total': 735162}",50
662,Wolf Parade,0XSqX2PB3C5dTMv7SZaxSm,Mojave Tent,2006,"['canadian indie', 'indie rock', 'indietronica', 'noise pop', 'quebec indie']","{'href': None, 'total': 159840}",35
663,Metric,1rCIEwPp5OnXW0ornlSsRl,Mojave Tent,2006,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']","{'href': None, 'total': 814545}",58
664,Metric,1rCIEwPp5OnXW0ornlSsRl,Outdoor Theatre,2008,"['canadian indie', 'canadian rock', 'indie rock', 'indietronica', 'metropopolis', 'neo-synthpop']","{'href': None, 'total': 814545}",58
