,name,id,stage,year,genres,followers,popularity
1567,Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,Gobi Tent,2013,"['canadian electropop', 'dark pop', 'edmonton indie', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']","{'href': None, 'total': 588680}",45
1568,Purity Ring,1TtJ8j22Roc24e2Jx3OcU4,Mojave Tent,2016,"['canadian electropop', 'dark pop', 'edmonton indie', 'grave wave', 'indietronica', 'metropopolis', 'shimmer pop']","{'href': None, 'total': 588680}",45
1569,TNGHT,40jiZfvsiAi1aIarh5Z3d3,Gobi Tent,2013,['electronic trap'],"{'href': None, 'total': 38492}",29
1570,Jello Biafra and the Guantanamo School of Medicine,2PSJZx7yDatPkiZtcrIsDF,Gobi Tent,2013,[],"{'href': None, 'total': 14001}",12
1571,"Lee ""Scratch"" Perry",1TsG4AumsMt1Tcq2nHpov9,Gobi Tent,2013,"['dub', 'reggae', 'roots reggae']","{'href': None, 'total': 198940}",44
1572,Japandroids,2WcCoPxAWFNSCvsFPrpf30,Gobi Tent,2013,"['canadian indie', 'canadian indie rock', 'indie rock', 'modern alternative rock', 'modern rock', 'noise pop', 'noise rock', 'vancouver indie', 'vancouver punk']","{'href': None, 'total': 122974}",32
1573,James McCartney,5RNktXvrEGjMpjpnWXcBd9,Gobi Tent,2013,['beatlesque'],"{'href': None, 'total': 18784}",31
1574,Poliça,34vLhockmYhf3LgznwyNaQ,Gobi Tent,2013,['metropopolis'],"{'href': None, 'total': 175687}",37
1575,The Shouting Matches,4Ol9S3QuVEVdbXfSjM6ZdQ,Gobi Tent,2013,"['eau claire indie', 'modern blues rock']","{'href': None, 'total': 41942}",33
1576,Deathfix,4OgzBYM1lGQ58oYV5CHa2n,Gobi Tent,2013,[],"{'href': None, 'total': 563}",0
1577,IO Echo,3TQKbfmV71guAH49oalx69,Gobi Tent,2013,[],"{'href': None, 'total': 8102}",17
1578,Moustache,1VH70SfRlrUxXslGa9FLCG,Gobi Tent,2013,[],"{'href': None, 'total': 84}",29
1579,Moustache,1VH70SfRlrUxXslGa9FLCG,Gobi Tent,2015,[],"{'href': None, 'total': 84}",29
1580,How to Destroy Angels,1yDbenrXWhaQij3SCpsXe7,Mojave Tent,2013,"['electronic rock', 'industrial metal', 'industrial rock']","{'href': None, 'total': 142617}",35
1581,Grinderman,0IpDaO9A1OW1h0YChKzVaX,Mojave Tent,2013,"['garage rock', 'punk blues']","{'href': None, 'total': 123471}",32
